"wand_identifier","session_id","activity_session_id","activity_id","seconds"
MW-23SF-XW57-A194,"21","6",ALZ_P0000,36
MW-23SF-XW57-A194,"21","7",ALZ_Story_Activity,139
MW-23SF-XW57-A194,"21","9",ALZ_Story_Activity,214
MW-23SF-XW57-A194,"21","11",ALZ_Story_Activity,116
MW-23SF-XW57-A194,"21","12",ALZ_P0203,2
MW-23SF-XW57-A194,"21","13",ALZ_Story_Activity,375
MW-23SF-XW57-A194,"21","14",ALZ_P3031,49
MW-23SF-XW57-A194,"21","15",ALZ_Story_Activity,0
MW-23SF-6N96-A6QV,"29","3",ALZ_Story_Activity,72
MW-23SF-6N96-A6QV,"29","4",ALZ_P2021,104
MW-23SF-GGVQ-HNQR,"26","3",ALZ_Story_Activity,63
MW-23SF-6N96-A6QV,"29","5",ALZ_Story_Activity,105
MW-23SF-6N96-A6QV,"29","6",ALZ_P3031,3
MW-23SF-5877-HNVL,"21","3",ALZ_Story_Activity,143
MW-23SF-6N96-A6QV,"29","7",ALZ_Story_Activity,31
MW-23SF-5877-HNVL,"21","5",ALZ_Story_Activity,115
MW-23SF-5877-HNVL,"21","6",ALZ_P3031,280
MW-23SF-6N96-A6QV,"29","9",ALZ_Story_Activity,147
MW-23SF-9N82-AX7Y,"24","21",ALZ_Story_Activity,32
MW-23SF-JPWP-TM61,"44","3",ALZ_Story_Activity,39
MW-23SF-9N82-AX7Y,"24","22",ALZ_P0001,84
MW-23SF-JPWP-TM61,"44","4",ALZ_P3031,2
MW-23SF-JPWP-TM61,"44","5",ALZ_Story_Activity,42
MW-23SF-JPWP-TM61,"44","6",ALZ_P3031,81
MW-23SF-9N82-AX7Y,"24","23",ALZ_Story_Activity,35
MW-23SF-5877-HNVL,"21","7",ALZ_Story_Activity,56
MW-23SF-9N82-AX7Y,"24","24",ALZ_P0203,75
MW-23SF-6N96-A6QV,"29","11",ALZ_Story_Activity,15
MW-23SF-JPWP-TM61,"44","7",ALZ_Story_Activity,35
MW-23SF-JPWR-AZ9Q,"42","5",ALZ_Story_Activity,212
MW-23SF-9N82-AX7Y,"24","25",ALZ_Story_Activity,31
MW-23SF-9N82-AX7Y,"24","26",ALZ_P0405,91
MW-23SF-9N82-AX7Y,"24","27",ALZ_Story_Activity,22
MW-23SF-9N82-AX7Y,"24","28",ALZ_P0607,74
MW-23SF-JPWR-AZ9Q,"42","6",ALZ_P0607,10
MW-23SF-JPWR-AZ9Q,"42","7",ALZ_Story_Activity,135
MW-23SF-9N82-AX7Y,"24","29",ALZ_Story_Activity,38
MW-23SF-9N82-AX7Y,"24","30",ALZ_P0809,52
MW-23SF-JPWY-UM5L,"40","3",ALZ_Story_Activity,21
MW-23SF-JPWY-UM5L,"40","4",ALZ_P0001,58
MW-23SF-9N82-AX7Y,"24","31",ALZ_Story_Activity,22
MW-23SF-JPWR-AZ9Q,"42","8",ALZ_P1213,22
MW-23SF-9N82-AX7Y,"24","32",ALZ_P1011,151
MW-23SF-JPWR-AZ9Q,"42","9",ALZ_Story_Activity,105
MW-23SF-JPWY-UM5L,"40","6",ALZ_P3031,164
MW-23SF-9N82-AX7Y,"24","33",ALZ_Story_Activity,78
MW-23SF-9N82-AX7Y,"24","34",ALZ_P2627,2
MW-23SF-9N82-AX7Y,"24","35",ALZ_Story_Activity,37
MW-23SF-9N82-AX7Y,"24","36",ALZ_P1213,151
MW-23SF-JPWY-UM5L,"40","8",ALZ_P2425,14
MW-23SF-9N82-AX7Y,"24","37",ALZ_Story_Activity,48
MW-23SF-9N82-AX7Y,"24","38",ALZ_P1617,136
MW-23SF-9N82-AX7Y,"24","39",ALZ_Story_Activity,33
MW-23SF-9N82-AX7Y,"24","40",ALZ_P1819,106
MW-23SF-9N82-AX7Y,"24","41",ALZ_Story_Activity,27
MW-23SF-9N82-AX7Y,"24","42",ALZ_P2021,90
MW-23SF-9N82-AX7Y,"24","43",ALZ_Story_Activity,33
MW-23SF-9N82-AX7Y,"24","44",ALZ_P2223,87
MW-23SF-9N82-AX7Y,"24","45",ALZ_Story_Activity,31
MW-23SF-9N82-AX7Y,"24","46",ALZ_P2627,313
MW-23SF-XW5X-S2KP,"25","3",ALZ_Story_Activity,15
MW-23SF-XW5X-S2KP,"25","4",ALZ_P3031,3
MW-23SF-XW5X-S2KP,"25","5",ALZ_Story_Activity,29
MW-23SF-XW5X-S2KP,"25","7",ALZ_Story_Activity,107
MW-23SF-9N82-AX7Y,"24","47",ALZ_Story_Activity,24
MW-23SF-XW5X-S2KP,"25","8",ALZ_P0001,3
MW-23SF-XW5X-S2KP,"25","9",ALZ_Story_Activity,68
MW-23SF-XW5X-S2KP,"25","10",ALZ_P3031,155
MW-23SF-XW5X-S2KP,"25","11",ALZ_Story_Activity,27
MW-23SF-XW5X-S2KP,"25","12",ALZ_P3031,189
MW-23SF-K6V8-IR72,"34","3",ALZ_Story_Activity,59
MW-23SF-XW5X-S2KP,"25","13",ALZ_Story_Activity,178
MW-23SF-XW57-A113,"22","7",ALZ_Story_Activity,64
MW-23SF-XW57-A113,"22","8",ALZ_P3031,132
MW-23SF-XW5X-S2KP,"25","14",ALZ_P1819,3
MW-23SF-XW5X-S2KP,"25","15",ALZ_Story_Activity,64
MW-23SF-XW5X-S2KP,"25","16",ALZ_P3031,6
MW-23SF-XW5X-S2KP,"25","17",ALZ_Story_Activity,0
MW-23SF-XW57-A113,"22","9",ALZ_Story_Activity,39
MW-23SF-XW57-A113,"22","10",ALZ_P1415,16
MW-23SF-XW57-A113,"22","11",ALZ_Story_Activity,26
MW-23SF-9N82-AX7Y,"27","3",ALZ_Story_Activity,25
MW-23SF-9N82-AX7Y,"27","4",ALZ_P2425,100
MW-23SF-9N82-AX7Y,"27","5",ALZ_Story_Activity,95
MW-23SF-9N82-AX7Y,"27","6",ALZ_P2829,142
MW-23SF-9N82-AX7Y,"27","7",ALZ_Story_Activity,18
MW-23SF-9N82-AX7Y,"27","8",ALZ_P3031,33
MW-23SF-7YW8-SG5R,"26","3",ALZ_Story_Activity,42
MW-23SF-9N82-AX7Y,"27","9",ALZ_Story_Activity,78
MW-23SF-9N82-AX7Y,"27","10",ALZ_P1819,25
MW-23SF-9N82-AX7Y,"27","11",ALZ_Story_Activity,0
MW-23SF-7YW8-SG5R,"27","3",ALZ_Story_Activity,59
MW-23SF-7YW8-SG5R,"27","4",ALZ_P0001,304
MW-23SF-9N8L-T8LK,"23","3",ALZ_Story_Activity,42
MW-23SF-NJ9W-FNWK,"23","3",ALZ_Story_Activity,34
MW-23SF-9N8L-T8LK,"23","4",ALZ_P2021,7
MW-23SF-9N8L-T8LK,"23","5",ALZ_Story_Activity,2
MW-23SF-NJ9W-FNWK,"23","4",ALZ_P0001,43
MW-23SF-9N8L-T8LK,"24","3",ALZ_Story_Activity,134
MW-23SF-NJ9W-FNWK,"23","5",ALZ_Story_Activity,8
MW-23SF-NJ9W-FNWK,"23","6",ALZ_P0203,18
MW-23SF-NJ9W-FNWK,"23","7",ALZ_Story_Activity,28
MW-23SF-NJ9W-FNWK,"23","8",ALZ_P0203,33
MW-23SF-NJ9W-FNWK,"23","9",ALZ_Story_Activity,24
MW-23SF-7YW8-SG5R,"27","7",ALZ_Story_Activity,321
MW-23SF-NJ9W-FNWK,"23","10",ALZ_P0405,41
MW-23SF-9N8L-T8LK,"24","5",ALZ_Story_Activity,5
MW-23SF-NJ9W-FNWK,"23","11",ALZ_Story_Activity,20
MW-23SF-NJ9W-FNWK,"23","12",ALZ_P0607,57
MW-23SF-NJ9W-FNWK,"23","13",ALZ_Story_Activity,33
MW-23SF-NJ9W-FNWK,"23","14",ALZ_P0809,51
MW-23SF-NJ9W-FNWK,"23","15",ALZ_Story_Activity,31
MW-23SF-NJ9W-FNWK,"23","16",ALZ_P1011,120
MW-23SF-7YW8-SG5R,"27","8",ALZ_P3031,11
MW-23SF-NJ9W-FNWK,"23","17",ALZ_Story_Activity,100
MW-23SF-7YW8-SG5R,"28","3",ALZ_Story_Activity,25
MW-23SF-NJ9W-FNWK,"23","18",ALZ_P1415,63
MW-23SF-NJ9W-FNWK,"23","19",ALZ_Story_Activity,78
MW-23SF-NJ9W-FNWK,"23","20",ALZ_P1617,72
MW-23SF-9N8L-T8MR,"25","3",ALZ_Story_Activity,116
MW-23SF-NJ9W-FNWK,"23","21",ALZ_Story_Activity,45
MW-23SF-NJ9W-FNWK,"23","22",ALZ_P1819,103
MW-23SF-Y311-H8Y2,"20","3",ALZ_Story_Activity,88
MW-23SF-8Q88-I8XW,"20","3",ALZ_Story_Activity,22
MW-23SF-NJ9W-FNWK,"23","23",ALZ_Story_Activity,53
MW-23SF-9N8L-T8MR,"26","3",ALZ_Story_Activity,517
MW-23SF-8Q88-I8XW,"20","4",ALZ_P0000,51
MW-23SF-NJ9W-FNWK,"23","24",ALZ_P2021,55
MW-23SF-8Q88-I8XW,"20","5",ALZ_Story_Activity,183
MW-23SF-587W-A8N9,"27","3",ALZ_Story_Activity,120
MW-23SF-NJ9W-FNWK,"23","25",ALZ_Story_Activity,34
MW-23SF-NJ9W-FNWK,"23","26",ALZ_P2223,70
MW-23SF-NJ9W-FNWK,"23","27",ALZ_Story_Activity,46
MW-23SF-8Q88-I8XW,"20","6",ALZ_P0203,27
MW-23SF-NJ9W-FNWK,"23","28",ALZ_P2425,38
MW-23SF-8Q88-I8XW,"20","7",ALZ_Story_Activity,193
MW-23SF-NJ9W-FNWK,"23","29",ALZ_Story_Activity,10
MW-23SF-NJ9W-FNWK,"23","30",ALZ_P2627,68
MW-23SF-NJ9W-FNWK,"23","31",ALZ_Story_Activity,34
MW-23SF-R7PJ-A8XR,"52","3",ALZ_Story_Activity,42
MW-23SF-NJ9W-FNWK,"23","32",ALZ_P2829,32
MW-23SF-R7PJ-A8XR,"52","4",ALZ_P1415,48
MW-23SF-NJ9W-FNWK,"23","33",ALZ_Story_Activity,23
MW-23SF-NJ9W-FNWK,"23","34",ALZ_P2425,6
MW-23SF-NJ9W-FNWK,"23","35",ALZ_Story_Activity,12
MW-23SF-NJ9W-FNWK,"23","36",ALZ_P3031,131
MW-23SF-R7PJ-A8XR,"52","5",ALZ_Story_Activity,236
MW-23SF-9N8L-T8MR,"26","4",ALZ_P3031,18
MW-23SF-9N8L-T8MR,"26","5",ALZ_Story_Activity,11
MW-23SF-7YW8-S3R9,"23","3",ALZ_Story_Activity,41
MW-23SF-JPWR-AZ4Q,"71","3",ALZ_Story_Activity,58
MW-23SF-7YW8-S3R9,"23","4",ALZ_P0001,58
MW-23SF-NJ9W-FNWK,"23","37",ALZ_Story_Activity,44
MW-23SF-7YW8-S3R9,"23","6",ALZ_P0203,56
MW-23SF-R7PJ-A8XR,"52","6",ALZ_P2425,9
MW-23SF-R7PJ-A8XR,"52","7",ALZ_Story_Activity,86
MW-23SF-7YW8-S3R9,"23","8",ALZ_P0203,1
MW-23SF-JPWR-AZ4Q,"71","5",ALZ_Story_Activity,110
MW-23SF-XW57-A194,"32","3",ALZ_Story_Activity,34
MW-23SF-R7PJ-A8XR,"52","8",ALZ_P3031,48
MW-23SF-XW57-A194,"32","5",ALZ_Story_Activity,20
MW-23SF-R7PJ-A8XR,"52","9",ALZ_Story_Activity,2
MW-23SF-JPWR-AZ4Q,"71","6",ALZ_P3031,2
MW-23SF-JPWR-AZ4Q,"71","7",ALZ_Story_Activity,19
MW-23SF-8Q88-I8XW,"23","3",ALZ_Story_Activity,16
MW-23SF-Y31R-F7GR,"28","3",ALZ_Story_Activity,57
MW-23SF-JPWR-AZ4Q,"71","9",ALZ_Story_Activity,57
MW-23SF-7YW8-S3R9,"23","10",ALZ_P1617,3
MW-23SF-Y31R-F7GR,"28","4",ALZ_P0203,84
MW-23SF-JPWR-AZ4Q,"71","11",ALZ_Story_Activity,312
MW-23SF-Y31R-F7GR,"28","5",ALZ_Story_Activity,50
MW-23SF-7YW8-S3R9,"23","12",ALZ_P2425,25
MW-23SF-Y31R-F7GR,"28","6",ALZ_P0607,46
MW-23SF-7YW8-S3R9,"23","14",ALZ_P2829,6
MW-23SF-7YW8-S3R9,"23","16",ALZ_P3031,89
MW-23SF-Y31R-F7GR,"30","3",ALZ_Story_Activity,28
MW-23SF-Y31R-F7GR,"30","4",ALZ_P0001,47
MW-23SF-9N82-AZKZ,"26","3",ALZ_Story_Activity,44
MW-23SF-9N82-AZKZ,"26","4",ALZ_P0203,33
MW-23SF-9N82-AZKZ,"26","5",ALZ_Story_Activity,32
MW-23SF-9N82-AZKZ,"26","6",ALZ_P0203,29
MW-23SF-9N82-AZKZ,"26","7",ALZ_Story_Activity,72
MW-23SF-9N82-AZKZ,"26","8",ALZ_P1011,181
MW-23SF-WY3P-F53Z,"17","5",ALZ_Story_Activity,43
MW-23SF-WY3P-F53Z,"17","6",ALZ_P0001,92
MW-23SF-9N82-AZKZ,"26","9",ALZ_Story_Activity,66
MW-23SF-WY3P-F53Z,"17","7",ALZ_Story_Activity,796
MW-23SF-9N82-AZKZ,"26","10",ALZ_P1213,11
MW-23SF-9N82-AZKZ,"26","11",ALZ_Story_Activity,84
MW-23SF-9N82-AZKZ,"26","12",ALZ_P1617,156
MW-23SF-9N82-AZKZ,"26","13",ALZ_Story_Activity,28
MW-23SF-9N82-AZKZ,"26","14",ALZ_P1819,107
MW-23SF-5877-HNVL,"31","7",ALZ_Story_Activity,89
MW-23SF-9N82-AZKZ,"26","15",ALZ_Story_Activity,41
MW-23SF-9N82-AZKZ,"26","16",ALZ_P1819,124
MW-23SF-9N82-AZKZ,"26","17",ALZ_Story_Activity,62
MW-23SF-9N82-AZKZ,"26","18",ALZ_P2021,144
MW-23SF-WY3P-F53Z,"17","8",ALZ_P3031,18
MW-23SF-9N82-AZKZ,"26","19",ALZ_Story_Activity,44
MW-23SF-WY3P-F53Z,"17","9",ALZ_Story_Activity,5
MW-23SF-9N82-AZKZ,"26","20",ALZ_P2223,206
MW-23SF-WY3P-F2L5,"39","3",ALZ_Story_Activity,21
MW-23SF-WY3P-F2L5,"39","4",ALZ_P0001,28
MW-23SF-9N82-AZKZ,"26","21",ALZ_Story_Activity,28
MW-23SF-WY3P-F2L5,"39","5",ALZ_Story_Activity,23
MW-23SF-9N82-AZKZ,"26","22",ALZ_P2425,259
MW-23SF-WY3P-F2L5,"39","6",ALZ_P0001,39
MW-23SF-WY3P-F2L5,"39","7",ALZ_Story_Activity,1
MW-23SF-9N82-AZKZ,"26","23",ALZ_Story_Activity,53
MW-23SF-9N82-AZKZ,"26","24",ALZ_P2627,200
MW-23SF-P7MM-C2PG,"42","3",ALZ_Story_Activity,92
MW-23SF-9N82-AZKZ,"26","25",ALZ_Story_Activity,20
MW-23SF-9N82-AZKZ,"26","26",ALZ_P3031,227
MW-23SF-P7MM-C2PG,"42","4",ALZ_P2021,4
MW-23SF-P7MM-C2PG,"42","5",ALZ_Story_Activity,158
MW-23SF-R7PY-SZXN,"100","3",ALZ_Story_Activity,29
MW-23SF-R7PY-SZXN,"100","4",ALZ_P0001,148
MW-23SF-9N82-AZKZ,"26","27",ALZ_Story_Activity,4
MW-23SF-R7PY-SZXN,"100","5",ALZ_Story_Activity,30
MW-23SF-R7PY-SZXN,"100","7",ALZ_Story_Activity,37
MW-23SF-R7PY-SZXN,"100","8",ALZ_P3031,14
MW-23SF-R7PY-SZXN,"100","9",ALZ_Story_Activity,62
MW-23SF-R7PY-SZXN,"100","10",ALZ_P0607,7
MW-23SF-R7PY-SZXN,"100","11",ALZ_Story_Activity,22
MW-23SF-R7PY-SZXN,"100","12",ALZ_P2425,6
MW-23SF-R7PY-SZXN,"100","13",ALZ_Story_Activity,72
MW-23SF-R7PY-SZXN,"100","14",ALZ_P2021,4
MW-23SF-R7PY-SZXN,"100","15",ALZ_Story_Activity,30
MW-23SF-R7PY-SZXN,"100","16",ALZ_P1011,8
MW-23SF-R7PY-SZXN,"100","17",ALZ_Story_Activity,25
MW-23SF-M9JP-F2ZG,"48","3",ALZ_Story_Activity,23
MW-23SF-M9JP-F2ZG,"48","5",ALZ_Story_Activity,125
MW-23SF-M9JP-F2ZG,"49","3",ALZ_Story_Activity,42
MW-23SF-M9JP-F2ZG,"49","4",ALZ_P0001,47
MW-23SF-M9JP-F2ZG,"49","6",ALZ_P0203,36
MW-23SF-WY3P-F2L5,"40","3",ALZ_Story_Activity,54
MW-23SF-WY3P-F2L5,"40","4",ALZ_P0203,3
MW-23SF-WY3P-F2L5,"40","5",ALZ_Story_Activity,93
MW-23SF-WY3P-F2L5,"40","6",ALZ_P2021,22
MW-23SF-WY3P-F2L5,"40","7",ALZ_Story_Activity,15
MW-23SF-WY3P-F2L5,"40","9",ALZ_Story_Activity,60
MW-23SF-WY3P-F2L5,"40","10",ALZ_P0203,70
MW-23SF-WY3P-F2L5,"40","11",ALZ_Story_Activity,310
MW-23SF-WY3P-F2L5,"40","13",ALZ_Story_Activity,27
MW-23SF-WY3P-F2L5,"40","15",ALZ_Story_Activity,31
MW-23SF-9N8Y-SY3P,"56","3",ALZ_Story_Activity,141
MW-23SF-K6V8-IR72,"36","3",ALZ_Story_Activity,19
MW-23SF-1GY7-HRG1,"32","3",ALZ_Story_Activity,488
MW-23SF-1GY7-HRG1,"32","4",ALZ_P3031,230
MW-23SF-1GY7-HRG1,"32","5",ALZ_Story_Activity,0
MW-23SF-R7PY-SZXN,"119","3",ALZ_Story_Activity,68
MW-23SF-R7PY-SZXN,"119","4",ALZ_P1415,46
MW-23SF-R7PY-SZXN,"119","5",ALZ_Story_Activity,108
MW-23SF-GGVQ-HNQR,"28","3",ALZ_Story_Activity,112
MW-23SF-GGVQ-HNQR,"28","4",ALZ_P3031,4
MW-23SF-GGVQ-HNQR,"28","5",ALZ_Story_Activity,56
MW-23SF-GGVQ-HNQR,"28","6",ALZ_P3031,2
MW-23SF-GGVQ-HNQR,"28","7",ALZ_Story_Activity,103
MW-23SF-GGVQ-HNQR,"28","8",ALZ_P3031,5
MW-23SF-GGVQ-HNQR,"28","9",ALZ_Story_Activity,84
MW-23SF-GGVQ-HNQR,"28","10",ALZ_P3031,4
MW-23SF-GGVQ-HNQR,"28","11",ALZ_Story_Activity,23
MW-23SF-GGVQ-HNQR,"28","12",ALZ_P3031,6
MW-23SF-GGVQ-HNQR,"28","13",ALZ_Story_Activity,0
MW-23SF-P7MM-C2PG,"43","3",ALZ_Story_Activity,16
MW-23SF-P7MM-C2PG,"43","5",ALZ_Story_Activity,252
MW-23SF-P7MM-C2PG,"43","6",ALZ_P1415,30
MW-23SF-P7MM-C2PG,"43","7",ALZ_Story_Activity,68
MW-23SF-P7MM-C2PG,"43","8",ALZ_P1819,16
MW-23SF-P7MM-C2PG,"43","9",ALZ_Story_Activity,105
MW-23SF-M9J8-S4KG,"21","3",ALZ_Story_Activity,28
MW-23SF-M9J8-S4KG,"21","4",ALZ_P2021,16
MW-23SF-M9J8-S4KG,"21","6",ALZ_P3031,173
MW-23SF-M9J8-S4KG,"21","8",ALZ_P2021,121
MW-23SF-M9J8-S4KG,"21","10",ALZ_P1819,123
MW-23SF-9N8Y-SGZN,"31","3",ALZ_Story_Activity,49
MW-23SF-9N8Y-SGZN,"31","4",ALZ_P0203,13
MW-23SF-9N8Y-SGZN,"31","5",ALZ_Story_Activity,416
MW-23SF-JPWR-AZ4Q,"74","3",ALZ_Story_Activity,15
MW-23SF-JPWY-UM5L,"42","3",ALZ_Story_Activity,26
MW-23SF-JPWY-UM5L,"42","4",ALZ_P0001,37
MW-23SF-JPWY-UM5L,"42","5",ALZ_Story_Activity,23
MW-23SF-JPWY-UM5L,"42","6",ALZ_P0203,92
MW-23SF-JPWY-UM5L,"42","7",ALZ_Story_Activity,25
MW-23SF-JPWY-UM5L,"42","8",ALZ_P0405,56
MW-23SF-JPWY-UM5L,"42","9",ALZ_Story_Activity,14
MW-23SF-JPWY-UM5L,"42","11",ALZ_Story_Activity,37
MW-23SF-JPWY-UM5L,"42","12",ALZ_P1011,141
MW-23SF-JPWY-UM5L,"42","13",ALZ_Story_Activity,14
MW-23SF-Y31X-F6N4,"21","3",ALZ_Story_Activity,50
MW-23SF-GGV9-A439,"21","3",ALZ_Story_Activity,1
MW-23SF-JPWR-A1J6,"29","3",ALZ_Story_Activity,27
MW-23SF-JPWR-A1J6,"29","4",ALZ_P0001,72
MW-23SF-JPWR-A1J6,"29","5",ALZ_Story_Activity,78
MW-23SF-JPWR-A1J6,"29","6",ALZ_P0809,3
MW-23SF-JPWR-A1J6,"29","7",ALZ_Story_Activity,5
MW-23SF-P7MM-CMZ1,"33","3",ALZ_Story_Activity,37
MW-23SF-P7MM-CMZ1,"33","4",ALZ_P0001,11
MW-23SF-JPWP-TM61,"62","5",ALZ_Story_Activity,424
MW-23SF-JPWP-TM61,"62","6",ALZ_P3031,142
MW-23SF-JPWP-TM61,"62","7",ALZ_Story_Activity,20
MW-23SF-K6VQ-HZNQ,"17","4",ALZ_P0001,62
MW-23SF-K6VQ-HZNQ,"17","5",ALZ_Story_Activity,36
MW-23SF-M9J8-S4KG,"24","3",ALZ_Story_Activity,182
MW-23SF-M9J8-S4KG,"24","4",ALZ_P0809,30
MW-23SF-M9J8-S4KG,"24","5",ALZ_Story_Activity,116
MW-23SF-M9J8-S4KG,"24","6",ALZ_P1819,120
MW-23SF-M9J8-S4KG,"24","7",ALZ_Story_Activity,107
MW-23SF-M9J8-S4KG,"24","8",ALZ_P2425,18
MW-23SF-M9J8-S4KG,"24","9",ALZ_Story_Activity,35
MW-23SF-M9J8-S4KG,"24","10",ALZ_P2829,8
MW-23SF-M9J8-S4KG,"24","11",ALZ_Story_Activity,133
MW-23SF-NJ9Z-A7VN,"31","3",ALZ_Story_Activity,175
MW-23SF-NJ9Z-A7VN,"31","4",ALZ_P0809,27
MW-23SF-NJ9Z-A7VN,"31","5",ALZ_Story_Activity,32
MW-23SF-P7M8-S5VR,"26","3",ALZ_Story_Activity,41
MW-23SF-P7M8-S5VR,"26","4",ALZ_P0203,36
MW-23SF-P7M8-S5VR,"26","5",ALZ_Story_Activity,40
MW-23SF-P7M8-S5VR,"26","6",ALZ_P0405,4
MW-23SF-P7M8-S5VR,"26","7",ALZ_Story_Activity,77
MW-23SF-P7MM-CMZ1,"38","3",ALZ_Story_Activity,24
MW-23SF-P7MM-CMZ1,"38","4",ALZ_P0000,19
MW-23SF-P7M8-S5VR,"26","8",ALZ_P1011,10
MW-23SF-P7M8-S5VR,"26","9",ALZ_Story_Activity,124
MW-23SF-9N8Y-SGZN,"32","3",ALZ_Story_Activity,29
MW-23SF-P7MM-CMZ1,"39","3",ALZ_Story_Activity,366
MW-23SF-P7M8-S5VR,"26","10",ALZ_P0203,48
MW-23SF-P7M8-S5VR,"26","11",ALZ_Story_Activity,75
MW-23SF-P7M8-S5VR,"26","12",ALZ_P3031,148
MW-23SF-P7M8-S5VR,"26","13",ALZ_Story_Activity,35
MW-23SF-P7M8-S5VR,"26","14",ALZ_P1819,2
MW-23SF-P7M8-S5VR,"26","15",ALZ_Story_Activity,129
MW-23SF-P7MM-CMZ1,"40","3",ALZ_Story_Activity,33
MW-23SF-P7MM-CMZ1,"40","4",ALZ_P1819,144
MW-23SF-P7M8-S5VR,"26","16",ALZ_P3031,46
MW-23SF-P7M8-S5VR,"26","17",ALZ_Story_Activity,122
MW-23SF-7YWJ-HJNV,"18","3",ALZ_Story_Activity,231
MW-23SF-P7M8-S5VR,"26","18",ALZ_P0001,9
MW-23SF-P7M8-S5VR,"26","19",ALZ_Story_Activity,4
MW-23SF-P7MM-CMZ1,"40","6",ALZ_P3031,220
MW-23SF-7YWJ-HJNV,"18","5",ALZ_Story_Activity,83
MW-23SF-P7MM-CMZ1,"40","8",ALZ_P2627,157
MW-23SF-P7M8-S5VR,"30","3",ALZ_Story_Activity,91
MW-23SF-7YWJ-HJNV,"18","6",ALZ_P1617,90
MW-23SF-P7M8-S5VR,"30","4",ALZ_P0203,20
MW-23SF-P7M8-S5VR,"30","5",ALZ_Story_Activity,112
MW-23SF-7YWJ-HJNV,"18","7",ALZ_Story_Activity,80
MW-23SF-P7MM-CMZ1,"41","3",ALZ_Story_Activity,18
MW-23SF-7YWJ-HJNV,"18","8",ALZ_P3031,11
MW-23SF-7YWJ-HJNV,"18","9",ALZ_Story_Activity,143
MW-23SF-P7M8-S5VR,"30","6",ALZ_P1011,83
MW-23SF-P7M8-S5VR,"30","7",ALZ_Story_Activity,45
MW-23SF-P7M8-S5VR,"30","8",ALZ_P2425,100
MW-23SF-7YWJ-HJNV,"18","10",ALZ_P3031,143
MW-23SF-P7M8-S5VR,"30","9",ALZ_Story_Activity,250
MW-23SF-7YWJ-HJNV,"18","11",ALZ_Story_Activity,22
MW-23SF-P7M8-S5VR,"30","10",ALZ_P3031,251
MW-23SF-P7M8-S5VR,"30","11",ALZ_Story_Activity,28
MW-23SF-VW22-C6Q3,"20","3",ALZ_Story_Activity,194
MW-23SF-VW22-C6Q3,"20","7",ALZ_Story_Activity,37
MW-23SF-VW22-C6Q3,"20","8",ALZ_P0001,72
MW-23SF-NJ99-HMWV,"38","3",ALZ_Story_Activity,18
MW-23SF-NJ99-HMWV,"38","4",ALZ_P2425,3
MW-23SF-VW22-C6Q3,"20","9",ALZ_Story_Activity,330
MW-23SF-NJ99-HMWV,"38","6",ALZ_P0001,74
MW-23SF-NJ99-HMWV,"38","9",ALZ_Story_Activity,57
MW-23SF-NJ99-HMWV,"38","10",ALZ_P0405,179
MW-23SF-JPWR-AZ9Q,"47","7",ALZ_Story_Activity,17
MW-23SF-JPWR-AZ9Q,"47","8",ALZ_P2021,1
MW-23SF-JPWR-AZ9Q,"47","9",ALZ_Story_Activity,0
MW-23SF-VW22-C6Q3,"20","10",ALZ_P2627,32
MW-23SF-VW22-C6Q3,"20","11",ALZ_Story_Activity,51
MW-23SF-JPWR-AZ9Q,"47","11",ALZ_Story_Activity,22
MW-23SF-JPWR-AZ9Q,"47","12",ALZ_P0001,77
MW-23SF-VW22-C6Q3,"20","12",ALZ_P3031,18
MW-23SF-VW22-C6Q3,"20","13",ALZ_Story_Activity,38
MW-23SF-VW22-C6Q3,"20","14",ALZ_P1819,4
MW-23SF-VW22-C6Q3,"20","15",ALZ_Story_Activity,19
MW-23SF-JPWR-AZ9Q,"47","13",ALZ_Story_Activity,38
MW-23SF-NJ99-HMWV,"38","12",ALZ_P0809,76
MW-23SF-NJ9Z-AYJG,"36","3",ALZ_Story_Activity,43
MW-23SF-JPWR-AZ9Q,"47","14",ALZ_P0203,2
MW-23SF-JPWR-AZ9Q,"47","15",ALZ_Story_Activity,21
MW-23SF-JPWR-AZ9Q,"47","16",ALZ_P3031,3
MW-23SF-JPWR-AZ9Q,"47","17",ALZ_Story_Activity,27
MW-23SF-NJ9Z-AYJG,"36","4",ALZ_P0203,26
MW-23SF-NJ9Z-AYJG,"36","5",ALZ_Story_Activity,38
MW-23SF-NJ9Z-AYJG,"36","6",ALZ_P0405,48
MW-23SF-NJ99-HMWV,"38","14",ALZ_P1011,140
MW-23SF-NJ9Z-AYJG,"36","7",ALZ_Story_Activity,31
MW-23SF-NJ9Z-AYJG,"36","8",ALZ_P0607,35
MW-23SF-NJ9Z-AYJG,"36","9",ALZ_Story_Activity,72
MW-23SF-NJ9Z-AYJG,"36","10",ALZ_P1011,48
MW-23SF-NJ99-HMWV,"38","16",ALZ_P1213,130
MW-23SF-NJ9Z-AYJG,"36","11",ALZ_Story_Activity,17
MW-23SF-NJ9Z-AYJG,"36","12",ALZ_P0607,2
MW-23SF-NJ9Z-AYJG,"36","13",ALZ_Story_Activity,88
MW-23SF-9N82-AX7Y,"30","5",ALZ_Story_Activity,121
MW-23SF-NJ9Z-AYJG,"36","14",ALZ_P1213,59
