activity_id,action,action_data,Wand Count,Event Count,Events/Wand
EXP_P3031,activity_sequence,"{""s"":""seq_p3031_txt_s01""}",1,1,
EXP_P3031,activity_sequence,"{""s"":""seq_p3031_voc_01_addition""}",1,1,
EXP_P3031,activity_sequence,"{""s"":""seq_SuperKillSwitch""}",4,5,
EXP_P3031,activity_sequence,"{""s"":""seq_ui_definitionreminder""}",1,1,
EXP_P3031,activity_sequence,"{""s"":""seq_ui_hint1""}",1,1,
EXP_P3031,activity_sequence,"{""s"":""seq_ui_interrupt1""}",1,1,
EXP_P3031,activity_sequence,"{""s"":""seq_ui_led_pointable_beamidle""}",1,3,
EXP_P3031,activity_sequence,"{""s"":""seq_ui_sfx_bigbuttonofftask""}",1,1,
EXP_P3031,activity_sequence,"{""s"":""seq_ui_sfx_hover_enter""}",1,2,
EXP_P3031,activity_sequence,"{""s"":""seq_ui_sfx_hover_exit""}",1,2,
EXP_P3031,activity_sequence,"{""s"":""seq_ui_sfx_hover""}",1,1,
EXP_P3031,activity_sequence,"{""s"":""seq_ui_sfx_pageexit""}",4,4,
EXP_P3031,activity_sequence,"{""s"":""seq_ui_sfx_smallbutton""}",4,5,
EXP_P3031,activity_sequence,"{""s"":""seq_Wait_200ms""}",1,1,
EXP_P3031,wand_activity_end,"{""act"":""EXP_P3031"", ""ver"": 27, ""dev"": false}",4,4,
EXP_P3031,wand_activity_start,"{""act"":""EXP_P3031"", ""ver"": 27, ""dev"": false}",4,4,
EXP_P3233,activity_answer,"{""a"":""input_auto""}",1,2,
EXP_P3233,activity_back_button,,1,1,
EXP_P3233,activity_iap,"{""ts"":""timers_pointableModeIAPs"",""ti"":0}",1,1,
EXP_P3233,activity_iap,"{""ts"":""timers_pointableModeIntro_IAPs"",""ti"":0}",1,1,
EXP_P3233,activity_iap,"{""ts"":""timers_pointableModeIntro_IAPs"",""ti"":1}",1,1,
EXP_P3233,activity_inference,"{""l"":""exp_p3233_txt_s02.4""}",1,2,2.00
EXP_P3233,activity_inference,"{""l"":""exp_p3233_txt_s03.12""}",1,3,3.00
EXP_P3233,activity_inference,"{""l"":""exp_p3233_txt_s04.4""}",1,1,1.00
EXP_P3233,activity_inference,"{""l"":""exp_p3233_txt_story_1.43""}",1,3,3.00
EXP_P3233,activity_inference_start,"{""m"":""exp_p3233""}",1,4,
EXP_P3233,activity_input,"{""i"":""input_auto""}",1,2,
EXP_P3233,activity_input,"{""i"":""input_large""}",1,1,
EXP_P3233,activity_input,"{""i"":""input_pointables""}",1,4,
EXP_P3233,activity_question,"{""q"":""menu"",""vg"":""""}",1,4,
EXP_P3233,activity_question,"{""q"":""q01"",""vg"":""""}",1,2,
EXP_P3233,activity_question,"{""q"":""switcher"",""vg"":""""}",1,1,
EXP_P3233,activity_question_set,"{""qs"":""set_intro""}",1,1,
EXP_P3233,activity_question_set,"{""qs"":""set_pointableExit""}",1,1,
EXP_P3233,activity_question_set,"{""qs"":""set_pointables""}",1,1,
EXP_P3233,activity_question_set,"{""qs"":""set_sb""}",1,1,
EXP_P3233,activity_sequence,"{""s"":""seq_BlankSequence""}",1,3,
EXP_P3233,activity_sequence,"{""s"":""seq_p3233_txt_s02""}",1,2,
EXP_P3233,activity_sequence,"{""s"":""seq_p3233_txt_s03""}",1,3,
EXP_P3233,activity_sequence,"{""s"":""seq_p3233_txt_s04""}",1,1,
EXP_P3233,activity_sequence,"{""s"":""seq_p3233_txt_story_1""}",1,3,
EXP_P3233,activity_sequence,"{""s"":""seq_SuperKillSwitch""}",1,1,
EXP_P3233,activity_sequence,"{""s"":""seq_ui_hint1""}",1,1,
EXP_P3233,activity_sequence,"{""s"":""seq_ui_hoverreminder1""}",1,2,
EXP_P3233,activity_sequence,"{""s"":""seq_ui_led_pointable_beamidle""}",1,8,
EXP_P3233,activity_sequence,"{""s"":""seq_ui_sfx_bigbuttonofftask""}",1,7,
EXP_P3233,activity_sequence,"{""s"":""seq_ui_sfx_hover_enter""}",1,6,
EXP_P3233,activity_sequence,"{""s"":""seq_ui_sfx_hover_exit""}",1,1,
EXP_P3233,activity_sequence,"{""s"":""seq_ui_sfx_hover""}",1,3,
EXP_P3233,activity_sequence,"{""s"":""seq_ui_sfx_pageexit""}",1,1,
EXP_P3233,activity_sequence,"{""s"":""seq_ui_sfx_smallbutton""}",1,1,
EXP_P3233,wand_activity_end,"{""act"":""EXP_P3233"", ""ver"": 27, ""dev"": false}",1,1,
EXP_P3233,wand_activity_start,"{""act"":""EXP_P3233"", ""ver"": 27, ""dev"": false}",1,1,
EXP_Story_Activity,activity_answer,"{""a"":""input_auto""}",34,1103,
EXP_Story_Activity,activity_answer,"{""a"":""input_large""}",37,393,
EXP_Story_Activity,activity_back_button,,34,764,
EXP_Story_Activity,activity_iap,"{""ts"":""timers_cycleMenu_IAPs"",""ti"":0}",26,185,
EXP_Story_Activity,activity_iap,"{""ts"":""timers_cycleMenu_IAPs"",""ti"":1}",5,7,
EXP_Story_Activity,activity_iap,"{""ts"":""timers_cycleMenu_IAPs"",""ti"":2}",2,3,
EXP_Story_Activity,activity_iap,"{""ts"":""timers_finalSpread_IAPs"",""ti"":0}",10,22,
EXP_Story_Activity,activity_iap,"{""ts"":""timers_finalSpread_IAPs"",""ti"":1}",10,15,
EXP_Story_Activity,activity_iap,"{""ts"":""timers_interruptibleIntro_IAPs"",""ti"":0}",37,933,
EXP_Story_Activity,activity_iap,"{""ts"":""timers_interruptibleIntro_IAPs"",""ti"":1}",37,849,
EXP_Story_Activity,activity_iap,"{""ts"":""timers_spreadSelection_IAPs"",""ti"":0}",26,140,
EXP_Story_Activity,activity_iap,"{""ts"":""timers_spreadSelection_IAPs"",""ti"":1}",16,58,
EXP_Story_Activity,activity_iap,"{""ts"":""timers_spreadSelection_IAPs"",""ti"":2}",12,30,
EXP_Story_Activity,activity_iap,"{""ts"":""timers_spreadSelection_IAPs"",""ti"":3}",4,12,
EXP_Story_Activity,activity_iap,"{""ts"":""timers_spreadSelection_IAPs"",""ti"":4}",3,6,
EXP_Story_Activity,activity_iap,"{""ts"":""timers_storyAndChoose_IAPs"",""ti"":0}",36,781,
EXP_Story_Activity,activity_iap,"{""ts"":""timers_storyAndChoose_IAPs"",""ti"":1}",36,630,
EXP_Story_Activity,activity_iap,"{""ts"":""timers_storyAndChoose_IAPs"",""ti"":2}",33,257,
EXP_Story_Activity,activity_iap,"{""ts"":""timers_storyAndChoose_IAPs"",""ti"":3}",14,45,
EXP_Story_Activity,activity_iap,"{""ts"":""timers_storyAndChoose_IAPs"",""ti"":4}",11,20,
EXP_Story_Activity,activity_iap,"{""ts"":""timers_storyAndChoose_IAPs"",""ti"":5}",3,7,
EXP_Story_Activity,activity_inference,"{""l"":""exp_p0001_two""}",12,44,3.67
EXP_Story_Activity,activity_inference,"{""l"":""exp_p0203_one""}",15,42,2.80
EXP_Story_Activity,activity_inference,"{""l"":""exp_p0405_one""}",34,121,3.56
EXP_Story_Activity,activity_inference,"{""l"":""exp_p0607_one""}",35,109,3.11
EXP_Story_Activity,activity_inference,"{""l"":""exp_p0809_one""}",29,97,3.34
EXP_Story_Activity,activity_inference,"{""l"":""exp_p1011_one""}",27,67,2.48
EXP_Story_Activity,activity_inference,"{""l"":""exp_p1213_one""}",23,70,3.04
EXP_Story_Activity,activity_inference,"{""l"":""exp_p1415_one""}",24,79,3.29
EXP_Story_Activity,activity_inference,"{""l"":""exp_p1617_one""}",21,51,2.43
EXP_Story_Activity,activity_inference,"{""l"":""exp_p1819_one""}",18,51,2.83
EXP_Story_Activity,activity_inference,"{""l"":""exp_p2021_one""}",22,40,1.82
EXP_Story_Activity,activity_inference,"{""l"":""exp_p2223_one""}",22,51,2.32
EXP_Story_Activity,activity_inference,"{""l"":""exp_p2425_one""}",17,47,2.76
EXP_Story_Activity,activity_inference,"{""l"":""exp_p2627_one""}",16,35,2.19
EXP_Story_Activity,activity_inference,"{""l"":""exp_p2829_one""}",13,28,2.15
EXP_Story_Activity,activity_inference,"{""l"":""exp_p3031_one""}",10,23,2.30
EXP_Story_Activity,activity_inference,"{""l"":""exp_p3233_one""}",5,11,2.20
EXP_Story_Activity,activity_inference_start,"{""m"":""exp_spreads""}",37,875,
EXP_Story_Activity,activity_input,"{""i"":""input_auto""}",34,1103,
EXP_Story_Activity,activity_input,"{""i"":""input_large""}",37,1951,
EXP_Story_Activity,activity_input,"{""i"":""input_spreadSelection""}",37,875,
EXP_Story_Activity,activity_question,"{""q"":""finalSpread"",""vg"":""""}",11,23,
EXP_Story_Activity,activity_question,"{""q"":""MenuItem1"",""vg"":""""}",26,125,
EXP_Story_Activity,activity_question,"{""q"":""MenuItem2"",""vg"":""""}",17,75,
EXP_Story_Activity,activity_question,"{""q"":""sb_pageMode"",""vg"":""""}",32,502,
EXP_Story_Activity,activity_question,"{""q"":""spreadSelection_intro"",""vg"":""""}",37,946,
EXP_Story_Activity,activity_question,"{""q"":""spreadSelection_selection"",""vg"":""""}",37,876,
EXP_Story_Activity,activity_question,"{""q"":""storyReadAndChoice"",""vg"":""""}",36,782,
EXP_Story_Activity,activity_question,"{""q"":""Switcher"",""vg"":""""}",34,606,
EXP_Story_Activity,activity_question_set,"{""qs"":""set_cycleMenu""}",34,606,
EXP_Story_Activity,activity_question_set,"{""qs"":""set_spreadSelection""}",37,946,
EXP_Story_Activity,activity_sequence,"{""s"":""seq_bg_music_p0001""}",5,9,
EXP_Story_Activity,activity_sequence,"{""s"":""seq_bg_music_p0203""}",5,14,
RRR_P3031,activity_sequence,"{""s"":""seq_SuperKillSwitch""}",24,37,1.542
EXP_Story_Activity,activity_sequence,"{""s"":""seq_bg_music_p0607""}",10,33,
RRR_P3031,activity_sequence,"{""s"":""seq_ui_sfx_pageexit""}",24,32,1.333
EXP_Story_Activity,activity_sequence,"{""s"":""seq_bg_music_p1011""}",5,29,
RRR_P3031,activity_sequence,"{""s"":""seq_ui_sfx_smallbutton""}",24,38,1.583
EXP_Story_Activity,activity_sequence,"{""s"":""seq_bg_music_p1415""}",9,46,
VFB_P0001,activity_sequence,"{""s"":""seq_ui_hint1""}",24,30,1.250
EXP_Story_Activity,activity_sequence,"{""s"":""seq_bg_music_p1819""}",8,22,
EXP_Story_Activity,activity_sequence,"{""s"":""seq_bg_music_p2021""}",5,12,
EXP_Story_Activity,activity_sequence,"{""s"":""seq_bg_music_p2223""}",8,17,
EXP_Story_Activity,activity_sequence,"{""s"":""seq_bg_music_p2425""}",4,11,
EXP_Story_Activity,activity_sequence,"{""s"":""seq_bg_music_p2627""}",2,6,
EXP_Story_Activity,activity_sequence,"{""s"":""seq_bg_music_p3031""}",3,5,
VFB_P0405,activity_sequence,"{""s"":""seq_p0405_pm_henley_reading""}",24,45,1.875
VFB_P0405,activity_sequence,"{""s"":""seq_ui_hint2""}",24,28,1.167
EXP_Story_Activity,activity_sequence,"{""s"":""seq_sb_menu_diffbook_iap1""}",5,6,
VFB_P0607,activity_sequence,"{""s"":""seq_ui_sfx_gameexit""}",24,79,3.292
VFB_P0607,activity_sequence,"{""s"":""seq_ui_sfx_wronganswer""}",24,96,4.000
EXP_Story_Activity,activity_sequence,"{""s"":""seq_sb_menu_diffpage_iap1""}",1,1,
VFB_P0607,activity_sequence,"{""s"":""seq_Wait_2000ms""}",24,89,3.708
VFB_P0809,activity_sequence,"{""s"":""seq_ui_sfx_linkedplayableexit""}",24,111,4.625
EXP_Story_Activity,activity_sequence,"{""s"":""seq_sb_menu_diffpage_timeout""}",2,3,
EXP_Story_Activity,activity_sequence,"{""s"":""seq_story_p0001""}",10,32,
VFB_P1415,activity_sequence,"{""s"":""seq_ui_led_pointable_beamidle""}",24,206,8.583
VFB_P3031,activity_sequence,"{""s"":""seq_p3031_star""}",24,50,2.083
VFB_Story_Activity,activity_sequence,"{""s"":""seq_bg_music_p1617""}",24,36,1.500
WRD_P0203,activity_sequence,"{""s"":""seq_p0203_obj_art""}",24,40,1.667
WRD_P0405,activity_sequence,"{""s"":""seq_ui_sfx_gameenter""}",24,40,1.667
WRD_P0607,activity_sequence,"{""s"":""seq_ui_sfx_gameexit""}",24,75,3.125
WRD_P0809,activity_sequence,"{""s"":""seq_p0809_a1_s03_q00_prompt""}",24,26,1.083
WRD_P0809,activity_sequence,"{""s"":""seq_ui_sfx_gameenter""}",24,41,1.708
WRD_P3233,activity_sequence,"{""s"":""seq_p3233_intro1""}",24,27,1.125
WRD_P3637,activity_sequence,"{""s"":""seq_Wait_200ms""}",24,135,5.625
WRD_Story_Activity,activity_sequence,"{""s"":""seq_bg_music_p2627""}",24,37,1.542
ALZ_P1415,activity_sequence,"{""s"":""seq_p1415_obj_spaceship""}",16,19,1.188
ALZ_P3031,activity_sequence,"{""s"":""seq_p3031_a1_p1617_txt_w24_mad""}",16,19,1.188
EXP_Story_Activity,activity_sequence,"{""s"":""seq_story_p2829""}",10,22,
EXP_Story_Activity,activity_sequence,"{""s"":""seq_story_p3031""}",8,20,
EXP_Story_Activity,activity_sequence,"{""s"":""seq_story_p3233""}",4,8,
ALZ_P3031,activity_inference,"{""l"":""alz_p1617_txt_w22_the""}",16,18,1.125
ALZ_P1011,activity_sequence,"{""s"":""seq_ui_hint1""}",16,18,1.125
EXP_Story_Activity,activity_sequence,"{""s"":""seq_ui_finalspread_iap""}",6,9,
ALZ_P2627,activity_sequence,"{""s"":""seq_p2627_a1_outro""}",16,18,1.125
ALZ_P0203,activity_sequence,"{""s"":""seq_p0203_a1_s01_q01_iap1""}",16,16,1.000
ALZ_P2425,activity_sequence,"{""s"":""seq_ui_hoverreminder1""}",15,62,4.133
ALZ_P1819,activity_sequence,"{""s"":""seq_p1819_a1_s01_q01_wa_hint1""}",15,48,3.200
EXP_Story_Activity,activity_sequence,"{""s"":""seq_ui_makeachoice_iap3""}",6,12,
ALZ_P1213,activity_sequence,"{""s"":""seq_ui_lifeline1""}",15,44,2.933
ALZ_P1213,activity_sequence,"{""s"":""seq_p1213_a1_s02_q01_response3""}",15,37,2.467
ALZ_P2425,activity_inference,"{""l"":""alz_p2425_obj_saturn""}",15,30,2.000
ALZ_P1415,activity_inference,"{""l"":""alz_p1415_txt_w11_escape""}",15,28,1.867
ALZ_P1819,activity_sequence,"{""s"":""seq_p1819_txt_w10_thethee""}",15,28,1.867
EAT_P0203,activity_sequence,"{""s"":""seq_p0203_txt_p02""}",23,58,2.522
EXP_Story_Activity,activity_sequence,"{""s"":""seq_ui_pagescanned_iap1""}",4,5,
EXP_Story_Activity,activity_sequence,"{""s"":""seq_ui_pagescanned_iap2""}",2,2,
EXP_Story_Activity,activity_sequence,"{""s"":""seq_ui_pagescanned_iap3""}",2,2,
EXP_Story_Activity,activity_sequence,"{""s"":""seq_ui_pagescanned_nudge_nofacingpage""}",5,11,
EAT_P0607,activity_sequence,"{""s"":""seq_p0607_a1_s01_q01_prompt""}",23,31,1.348
EAT_P0607,activity_sequence,"{""s"":""seq_p0607_a1_s03_q01_prompt""}",23,44,1.913
EAT_P1415,activity_sequence,"{""s"":""seq_ui_hoverreminder2""}",23,28,1.217
EXP_Story_Activity,activity_sequence,"{""s"":""seq_ui_pagescanned_nudge2b""}",8,14,
EAT_P1415,activity_sequence,"{""s"":""seq_ui_led_pointable_beamidle""}",23,114,4.957
EXP_Story_Activity,activity_sequence,"{""s"":""seq_ui_pagescanned_nudge3b""}",6,6,
EAT_P1415,activity_sequence,"{""s"":""seq_ui_sfx_hover""}",23,166,7.217
EAT_P1819,activity_sequence,"{""s"":""seq_ui_hoverreminder1""}",23,80,3.478
EXP_Story_Activity,activity_sequence,"{""s"":""seq_ui_sb_menu_nudge0""}",3,3,
EXP_Story_Activity,activity_sequence,"{""s"":""seq_ui_sb_menu_nudge1""}",9,11,
EAT_P2021,activity_sequence,"{""s"":""seq_p2021_obj_mountain""}",23,46,2.000
EXP_Story_Activity,activity_sequence,"{""s"":""seq_ui_sfx_menu_iap""}",5,7,
EAT_P2627,activity_sequence,"{""s"":""seq_ui_led_pointable_beamidle""}",23,232,10.087
EAT_P2829,activity_sequence,"{""s"":""seq_ui_sfx_hover""}",23,166,7.217
EAT_P3233,activity_sequence,"{""s"":""seq_p3233_a1_ocean_q03_response""}",23,26,1.130
EAT_P3233,activity_sequence,"{""s"":""seq_p3233_a1_ocean_q04_prompt""}",23,31,1.348
EAT_P3233,activity_sequence,"{""s"":""seq_ui_hint3""}",23,25,1.087
EAT_P3233,activity_sequence,"{""s"":""seq_ui_sfx_bigbuttonofftask""}",23,65,2.826
EXP_Story_Activity,activity_sequence,"{""s"":""seq_story_p1213""}",23,62,2.696
EXP_Story_Activity,activity_sequence,"{""s"":""seq_ui_sfx_spread_iap""}",23,100,4.348
GSG_P1011,activity_sequence,"{""s"":""seq_P1011_PnT_w03_lived""}",23,91,3.957
RRR_P0000,activity_sequence,"{""s"":""seq_ui_hoverreminder2""}",23,26,1.130
RRR_P0203,activity_sequence,"{""s"":""seq_ui_hoverreminder1""}",23,82,3.565
EXP_Story_Activity,activity_sequence,"{""s"":""seq_ui_spreadselection_iap3""}",3,10,
RRR_P0607,activity_sequence,"{""s"":""seq_ui_sfx_hover""}",23,201,8.739
RRR_P1213,activity_sequence,"{""s"":""seq_ui_letsplay""}",23,27,1.174
RRR_Story_Activity,activity_sequence,"{""s"":""seq_bg_music_p3031""}",23,49,2.130
EXP_Story_Activity,wand_activity_end,"{""act"":""EXP_Story_Activity"", ""ver"": 27, ""dev"": false}",36,327,
EXP_Story_Activity,wand_activity_start,"{""act"":""EXP_Story_Activity"", ""ver"": 27, ""dev"": false}",37,399,
GSG_P1011,activity_answer,"{""a"":""input_auto""}",321,6526,
GSG_P1011,activity_answer,"{""a"":""input_large""}",149,267,
GSG_P1011,activity_answer,"{""a"":""input_syllables""}",68,188,
GSG_P1011,activity_answer,"{""a"":""input_tummy_sequence_start""}",84,188,
GSG_P1011,activity_answer,"{""a"":""input_tummy_sequence""}",81,177,
GSG_P1011,activity_back_button,,307,3181,
GSG_P1011,activity_iap,"{""ts"":""timers_Activity_IAPs"",""ti"":0}",148,670,
GSG_P1011,activity_iap,"{""ts"":""timers_Activity_IAPs"",""ti"":1}",99,309,
GSG_P1011,activity_iap,"{""ts"":""timers_Activity_IAPs"",""ti"":2}",69,178,
GSG_P1011,activity_iap,"{""ts"":""timers_Pointables_IAPs"",""ti"":0}",221,1575,
GSG_P1011,activity_iap,"{""ts"":""timers_Pointables_IAPs"",""ti"":1}",152,678,
GSG_P1011,activity_iap,"{""ts"":""timers_Pointables_IAPs"",""ti"":2}",122,403,
GSG_P1011,activity_iap,"{""ts"":""timers_Pointables_IAPs"",""ti"":3}",83,209,
GSG_P1011,activity_iap,"{""ts"":""timers_Pointables_IAPs"",""ti"":4}",72,157,
GSG_P1011,activity_iap,"{""ts"":""timers_Pointables_IAPs"",""ti"":5}",62,119,
GSG_P1011,activity_iap,"{""ts"":""timers_Pointables_IAPs"",""ti"":6}",58,102,
GSG_P1011,activity_iap,"{""ts"":""timers_Pointables_IAPs"",""ti"":7}",49,82,
GSG_P1011,activity_iap,"{""ts"":""timers_Pointables_IAPs"",""ti"":8}",43,70,
GSG_P1011,activity_iap,"{""ts"":""timers_Q01_IAPs"",""ti"":0}",332,1110,
GSG_P1011,activity_iap,"{""ts"":""timers_Q01_IAPs"",""ti"":1}",242,632,
GSG_P1011,activity_iap,"{""ts"":""timers_Syllables_IAPs"",""ti"":0}",45,100,
GSG_P1011,activity_iap,"{""ts"":""timers_Syllables_IAPs"",""ti"":1}",18,24,
GSG_P1011,activity_iap,"{""ts"":""timers_Syllables_IAPs"",""ti"":2}",6,8,
GSG_P1011,activity_iap,"{""ts"":""timers_Syllables_IAPs"",""ti"":3}",5,6,
GSG_P1011,activity_iap,"{""ts"":""timers_Tummy_IAPs"",""ti"":0}",28,52,
GSG_P1011,activity_iap,"{""ts"":""timers_Tummy_IAPs"",""ti"":1}",5,8,
GSG_P1011,activity_iap,"{""ts"":""timers_Tummy_IAPs"",""ti"":2}",4,5,
GSG_P1011,activity_iap,"{""ts"":""timers_Tummy_IAPs"",""ti"":3}",2,2,
GSG_P1011,activity_inference,"{""l"":""din_p1011_obj_fish""}",89,206,2.31
GSG_P1011,activity_inference,"{""l"":""din_p1011_obj_info_box1""}",212,915,4.32
GSG_P1011,activity_inference,"{""l"":""din_p1011_obj_spino_body""}",228,1431,6.28
GSG_P1011,activity_inference,"{""l"":""din_p1011_obj_spino_head""}",178,710,3.99
GSG_P1011,activity_inference,"{""l"":""din_p1011_obj_spino_legs""}",106,352,3.32
GSG_P1011,activity_inference,"{""l"":""din_p1011_txt_page11""}",70,124,1.77
GSG_P1011,activity_inference,"{""l"":""din_p1011_txt_paleontologists""}",91,195,2.14
GSG_P1011,activity_inference,"{""l"":""din_p1011_txt_title""}",86,235,2.73
GSG_P1011,activity_inference,"{""l"":""din_p1011_txt_title2""}",1,1,1.00
GSG_P1011,activity_inference,"{""l"":""din_p1011_txt_w01_they""}",23,74,3.22
GSG_P1011,activity_inference,"{""l"":""din_p1011_txt_w02_lived""}",23,90,3.91
GSG_P1011,activity_inference,"{""l"":""din_p1011_txt_w03_on""}",21,61,2.90
GSG_P1011,activity_inference,"{""l"":""din_p1011_txt_w04_land""}",25,66,2.64
GSG_P1011,activity_inference,"{""l"":""din_p1011_txt_w05_and""}",22,44,2.00
GSG_P1011,activity_inference,"{""l"":""din_p1011_txt_w06_in""}",19,38,2.00
GSG_P1011,activity_inference,"{""l"":""din_p1011_txt_w07_water""}",20,48,2.40
GSG_P1011,activity_inference_start,"{""m"":""gsg_p0001""}",329,3761,
GSG_P1011,activity_input,"{""i"":""input_auto""}",321,6526,
GSG_P1011,activity_input,"{""i"":""input_fish""}",144,361,
GSG_P1011,activity_input,"{""i"":""input_large""}",338,1131,
GSG_P1011,activity_input,"{""i"":""input_legs""}",91,297,
GSG_P1011,activity_input,"{""i"":""input_mouth""}",76,131,
GSG_P1011,activity_input,"{""i"":""input_paleontologist""}",133,357,
GSG_P1011,activity_input,"{""i"":""input_pointables""}",327,2411,
GSG_P1011,activity_input,"{""i"":""input_stomach""}",88,203,
GSG_P1011,activity_input,"{""i"":""input_syllables""}",74,203,
GSG_P1011,activity_input,"{""i"":""input_tummy_sequence_start""}",83,187,
GSG_P1011,activity_input,"{""i"":""input_tummy_sequence""}",84,188,
GSG_P1011,activity_question,"{""q"":""q01"",""vg"":""""}",295,2942,
GSG_P1011,activity_question,"{""q"":""Q01"",""vg"":""""}",345,2622,
GSG_P1011,activity_question,"{""q"":""Q02"",""vg"":""""}",327,2746,
GSG_P1011,activity_question,"{""q"":""Q03"",""vg"":""""}",109,320,
GSG_P1011,activity_question,"{""q"":""Q03B"",""vg"":""""}",84,188,
GSG_P1011,activity_question,"{""q"":""Q04"",""vg"":""""}",70,116,
GSG_P1011,activity_question,"{""q"":""Randomizer"",""vg"":""vg_A1_S01""}",145,340,
GSG_P1011,activity_question,"{""q"":""Randomizer"",""vg"":""vg_A1_S02""}",139,349,
GSG_P1011,activity_question,"{""q"":""Switcher"",""vg"":""""}",307,2021,
GSG_P1011,activity_question,"{""q"":""Syllables_Q01"",""vg"":""""}",84,227,
GSG_P1011,activity_question,"{""q"":""Timeout"",""vg"":""""}",70,184,
GSG_P1011,activity_question_set,"{""qs"":""SB_Disabled""}",17,209,
GSG_P1011,activity_question_set,"{""qs"":""SB_Enabled""}",295,1566,
GSG_P1011,activity_question_set,"{""qs"":""set_A1_S01""}",145,340,
GSG_P1011,activity_question_set,"{""qs"":""set_A1_S02""}",140,350,
GSG_P1011,activity_question_set,"{""qs"":""set_CycleMenu""}",307,1772,
GSG_P1011,activity_question_set,"{""qs"":""set_DinoInfo""}",211,799,
GSG_P1011,activity_question_set,"{""qs"":""set_DinoInfoRandomizer""}",181,688,
GSG_P1011,activity_question_set,"{""qs"":""set_Pointables_Intro""}",339,1131,
GSG_P1011,activity_question_set,"{""qs"":""set_Pointables""}",327,2352,
GSG_P1011,activity_question_set,"{""qs"":""set_Timeout""}",70,184,
GSG_P1011,activity_question_set,"{""qs"":""Syllables_MiniGame""}",84,227,
VFB_P0607,activity_sequence,"{""s"":""seq_p0607_point_outro""}",23,43,1.870
VFB_P0809,activity_sequence,"{""s"":""seq_p0809_oem_q01_response""}",23,47,2.043
VFB_P0809,activity_sequence,"{""s"":""seq_ui_hoverreminder3""}",23,32,1.391
VFB_P0809,activity_sequence,"{""s"":""seq_Wait_800ms""}",23,90,3.913
VFB_P1415,activity_sequence,"{""s"":""seq_p1415_intro1""}",23,25,1.087
VFB_P1617,activity_sequence,"{""s"":""seq_ui_led_pointable_beamidle""}",23,139,6.043
WRD_P0405,activity_sequence,"{""s"":""seq_ui_hint2""}",23,28,1.217
WRD_P0607,activity_sequence,"{""s"":""seq_p0607_a1_s03_q02_shaking""}",23,36,1.565
WRD_P0607,activity_sequence,"{""s"":""seq_ui_sfx_hover""}",23,115,5.000
WRD_P0809,activity_sequence,"{""s"":""seq_Wait_200ms""}",23,179,7.783
WRD_P1011,activity_sequence,"{""s"":""seq_p1011_definition""}",23,136,5.913
WRD_P1011,activity_sequence,"{""s"":""seq_ui_hoverreminder2""}",23,28,1.217
WRD_P1011,activity_sequence,"{""s"":""seq_Wait_200ms""}",23,136,5.913
WRD_P1213,activity_sequence,"{""s"":""seq_BlankSequence""}",23,171,7.435
WRD_P1213,activity_sequence,"{""s"":""seq_SuperKillSwitch""}",23,28,1.217
GSG_P1011,activity_sequence,"{""s"":""seq_P1011_A1_S01_Q03_IAP0A""}",6,9,
WRD_P1213,activity_sequence,"{""s"":""seq_ui_letsplay""}",23,27,1.174
GSG_P1011,activity_sequence,"{""s"":""seq_P1011_A1_S01_Q03_IAP1""}",5,8,
GSG_P1011,activity_sequence,"{""s"":""seq_P1011_A1_S01_Q03_IAP2""}",4,5,
WRD_P1213,activity_sequence,"{""s"":""seq_ui_sfx_pageexit""}",23,27,1.174
WRD_P1213,activity_sequence,"{""s"":""seq_ui_sfx_smallbutton""}",23,28,1.217
WRD_P1617,activity_sequence,"{""s"":""seq_BlankSequence""}",23,123,5.348
WRD_P1617,activity_sequence,"{""s"":""seq_SuperKillSwitch""}",23,26,1.130
GSG_P1011,activity_sequence,"{""s"":""seq_P1011_A1_S02_Q01_Capsule""}",4,5,
WRD_P1617,activity_sequence,"{""s"":""seq_ui_letsplay""}",23,25,1.087
WRD_P1617,activity_sequence,"{""s"":""seq_ui_sfx_pageexit""}",23,25,1.087
WRD_P1617,activity_sequence,"{""s"":""seq_ui_sfx_smallbutton""}",23,26,1.130
WRD_P2829,activity_sequence,"{""s"":""seq_ui_letsplay""}",23,29,1.261
WRD_Story_Activity,activity_sequence,"{""s"":""seq_bg_music_p1617""}",23,33,1.435
WRD_Story_Activity,activity_sequence,"{""s"":""seq_bg_music_p2829""}",23,30,1.304
WRD_Story_Activity,activity_sequence,"{""s"":""seq_ui_sfx_menu_iap""}",23,29,1.261
ALZ_P1617,activity_answer,"{""a"":""input_whipping_boink""}",15,26,1.733
ALZ_P1617,activity_input,"{""i"":""input_whipping_boink""}",15,26,1.733
GSG_P1011,activity_sequence,"{""s"":""seq_P1011_A1_S02_Q03_IAP2""}",6,8,
ALZ_P1617,activity_question,"{""q"":""s01_q02"",""vg"":""""}",15,26,1.733
ALZ_P1617,activity_question_set,"{""qs"":""set_Fireballs2""}",15,26,1.733
ALZ_P1213,activity_sequence,"{""s"":""seq_p1213_obj_ray_beam_response1""}",15,26,1.733
ALZ_P1617,activity_sequence,"{""s"":""seq_p1617_a1_s01_q02_fireballs""}",15,26,1.733
ALZ_P1617,activity_sequence,"{""s"":""seq_p1617_a1_s01_q02_intro""}",15,26,1.733
